date,season,game_type,home_team,home_team_reg_score,home_team_fin_score,away_team,away_team_reg_score,away_team_fin_score,went_to_shoot_out
2017-10-27,20172018,R,Vegas Golden Knights,7,7,Colorado Avalanche,0,0,False
2017-10-27,20172018,R,New Jersey Devils,4,5,Ottawa Senators,4,4,True
2017-10-27,20172018,R,Columbus Blue Jackets,1,2,Winnipeg Jets,1,1,False
2017-10-27,20172018,R,Carolina Hurricanes,1,1,St. Louis Blues,2,2,False
2017-10-27,20172018,R,Chicago Blackhawks,1,1,Nashville Predators,2,2,False
2017-10-27,20172018,R,Calgary Flames,1,1,Dallas Stars,2,2,False
2017-10-28,20172018,R,Buffalo Sabres,2,2,San Jose Sharks,3,3,False
2017-10-28,20172018,R,Boston Bruins,1,1,Los Angeles Kings,1,2,False
2017-10-28,20172018,R,Toronto Maple Leafs,2,2,Philadelphia Flyers,4,4,False
2017-10-28,20172018,R,Montréal Canadiens,5,5,New York Rangers,4,4,False
2017-10-28,20172018,R,Tampa Bay Lightning,1,1,Anaheim Ducks,4,4,False
2017-10-28,20172018,R,Florida Panthers,2,2,Detroit Red Wings,2,3,True
2017-10-28,20172018,R,New Jersey Devils,4,4,Arizona Coyotes,3,3,False
2017-10-28,20172018,R,St. Louis Blues,4,4,Columbus Blue Jackets,1,1,False
2017-10-28,20172018,R,Nashville Predators,2,2,New York Islanders,6,6,False
2017-10-28,20172018,R,Minnesota Wild,2,2,Pittsburgh Penguins,1,1,False
2017-10-28,20172018,R,Colorado Avalanche,6,6,Chicago Blackhawks,3,3,False
2017-10-28,20172018,R,Edmonton Oilers,2,2,Washington Capitals,5,5,False
2017-10-29,20172018,R,Carolina Hurricanes,3,3,Anaheim Ducks,3,4,True
2017-10-29,20172018,R,Winnipeg Jets,7,7,Pittsburgh Penguins,1,1,False
2017-10-29,20172018,R,Calgary Flames,2,2,Washington Capitals,1,1,False
2017-10-30,20172018,R,New York Islanders,6,6,Vegas Golden Knights,3,3,False
2017-10-30,20172018,R,Philadelphia Flyers,3,3,Arizona Coyotes,3,4,False
2017-10-30,20172018,R,Columbus Blue Jackets,3,4,Boston Bruins,3,3,True
2017-10-30,20172018,R,Ottawa Senators,3,3,Montréal Canadiens,8,8,False
2017-10-30,20172018,R,Florida Panthers,5,5,Tampa Bay Lightning,8,8,False
2017-10-30,20172018,R,St. Louis Blues,4,4,Los Angeles Kings,2,2,False
2017-10-30,20172018,R,Vancouver Canucks,1,1,Dallas Stars,1,2,False
2017-10-30,20172018,R,San Jose Sharks,3,3,Toronto Maple Leafs,2,2,False
2017-10-31,20172018,R,New York Rangers,6,6,Vegas Golden Knights,4,4,False
2017-10-31,20172018,R,Detroit Red Wings,5,5,Arizona Coyotes,3,3,False
2017-10-31,20172018,R,Minnesota Wild,1,1,Winnipeg Jets,2,2,False
2017-11-01,20172018,R,Chicago Blackhawks,3,3,Philadelphia Flyers,0,0,False
2017-11-01,20172018,R,Edmonton Oilers,2,2,Pittsburgh Penguins,3,3,False
2017-11-01,20172018,R,Vancouver Canucks,0,0,New Jersey Devils,2,2,False
2017-11-01,20172018,R,Anaheim Ducks,1,1,Toronto Maple Leafs,3,3,False
2017-11-01,20172018,R,San Jose Sharks,4,4,Nashville Predators,1,1,False
2017-11-02,20172018,R,Boston Bruins,2,2,Vegas Golden Knights,1,1,False
2017-11-02,20172018,R,Washington Capitals,4,4,New York Islanders,3,3,False
2017-11-02,20172018,R,Ottawa Senators,3,3,Detroit Red Wings,1,1,False
2017-11-02,20172018,R,Tampa Bay Lightning,1,1,New York Rangers,1,2,False
2017-11-02,20172018,R,Florida Panthers,3,3,Columbus Blue Jackets,7,7,False
2017-11-02,20172018,R,St. Louis Blues,0,0,Philadelphia Flyers,2,2,False
2017-11-02,20172018,R,Minnesota Wild,6,6,Montréal Canadiens,3,3,False
2017-11-02,20172018,R,Winnipeg Jets,5,5,Dallas Stars,2,2,False
2017-11-02,20172018,R,Colorado Avalanche,5,5,Carolina Hurricanes,3,3,False
2017-11-02,20172018,R,Calgary Flames,1,2,Pittsburgh Penguins,1,1,False
2017-11-02,20172018,R,Arizona Coyotes,4,4,Buffalo Sabres,5,5,False
2017-11-02,20172018,R,Los Angeles Kings,5,5,Toronto Maple Leafs,3,3,False
2017-11-03,20172018,R,Edmonton Oilers,6,6,New Jersey Devils,3,3,False
2017-11-03,20172018,R,Anaheim Ducks,3,3,Nashville Predators,5,5,False
2017-11-04,20172018,R,Ottawa Senators,4,4,Vegas Golden Knights,5,5,False
2017-11-04,20172018,R,St. Louis Blues,6,6,Toronto Maple Leafs,4,4,False
2017-11-04,20172018,R,Winnipeg Jets,4,4,Montréal Canadiens,4,5,False
2017-11-04,20172018,R,Boston Bruins,2,2,Washington Capitals,3,3,False
2017-11-04,20172018,R,Tampa Bay Lightning,4,5,Columbus Blue Jackets,4,4,True
2017-11-04,20172018,R,Florida Panthers,4,4,New York Rangers,4,5,False
2017-11-04,20172018,R,Philadelphia Flyers,4,4,Colorado Avalanche,4,5,True
2017-11-04,20172018,R,Dallas Stars,5,5,Buffalo Sabres,1,1,False
2017-11-04,20172018,R,Minnesota Wild,0,0,Chicago Blackhawks,2,2,False
2017-11-04,20172018,R,Arizona Coyotes,1,2,Carolina Hurricanes,1,1,True
2017-11-04,20172018,R,Vancouver Canucks,4,4,Pittsburgh Penguins,2,2,False
2017-11-04,20172018,R,Los Angeles Kings,3,3,Nashville Predators,3,4,False
2017-11-04,20172018,R,San Jose Sharks,1,2,Anaheim Ducks,1,1,True
2017-11-05,20172018,R,Edmonton Oilers,0,0,Detroit Red Wings,4,4,False
2017-11-05,20172018,R,New York Islanders,6,6,Colorado Avalanche,4,4,False
2017-11-05,20172018,R,Chicago Blackhawks,0,0,Montréal Canadiens,2,2,False
2017-11-05,20172018,R,Calgary Flames,4,5,New Jersey Devils,4,4,True
2017-11-06,20172018,R,Boston Bruins,5,5,Minnesota Wild,3,3,False
2017-11-06,20172018,R,Toronto Maple Leafs,3,4,Vegas Golden Knights,3,3,True
2017-11-06,20172018,R,New York Rangers,5,5,Columbus Blue Jackets,3,3,False
2017-11-06,20172018,R,Washington Capitals,2,3,Arizona Coyotes,2,2,False
2017-11-06,20172018,R,Dallas Stars,1,1,Winnipeg Jets,4,4,False
2017-11-06,20172018,R,Vancouver Canucks,2,2,Detroit Red Wings,3,3,False
2017-11-07,20172018,R,Buffalo Sabres,3,3,Washington Capitals,1,1,False
2017-11-07,20172018,R,New Jersey Devils,1,1,St. Louis Blues,3,3,False
2017-11-07,20172018,R,New York Islanders,1,1,Edmonton Oilers,1,2,False
2017-11-07,20172018,R,Pittsburgh Penguins,3,3,Arizona Coyotes,1,1,False
2017-11-07,20172018,R,Carolina Hurricanes,3,3,Florida Panthers,1,1,False
2017-11-07,20172018,R,Columbus Blue Jackets,1,1,Nashville Predators,3,3,False
2017-11-07,20172018,R,Montréal Canadiens,3,3,Vegas Golden Knights,2,2,False
2017-11-07,20172018,R,Calgary Flames,3,3,Vancouver Canucks,5,5,False
2017-11-07,20172018,R,Anaheim Ducks,3,3,Los Angeles Kings,3,4,False
2017-11-08,20172018,R,Toronto Maple Leafs,4,4,Minnesota Wild,2,2,False
2017-11-08,20172018,R,New York Rangers,4,4,Boston Bruins,2,2,False
2017-11-08,20172018,R,San Jose Sharks,1,1,Tampa Bay Lightning,5,5,False
2017-11-09,20172018,R,New Jersey Devils,2,2,Edmonton Oilers,2,3,False
2017-11-09,20172018,R,Philadelphia Flyers,3,3,Chicago Blackhawks,1,1,False
2017-11-09,20172018,R,Montréal Canadiens,0,0,Minnesota Wild,3,3,False
2017-11-09,20172018,R,St. Louis Blues,2,3,Arizona Coyotes,2,2,True
2017-11-09,20172018,R,Calgary Flames,6,6,Detroit Red Wings,3,3,False
2017-11-09,20172018,R,Anaheim Ducks,4,4,Vancouver Canucks,1,1,False
2017-11-09,20172018,R,Los Angeles Kings,2,2,Tampa Bay Lightning,5,5,False
2017-11-10,20172018,R,Colorado Avalanche,3,3,Ottawa Senators,3,4,False
2017-11-10,20172018,R,Buffalo Sabres,1,1,Florida Panthers,4,4,False
2017-11-10,20172018,R,Toronto Maple Leafs,2,3,Boston Bruins,2,2,False
2017-11-10,20172018,R,Washington Capitals,4,4,Pittsburgh Penguins,1,1,False
2017-11-10,20172018,R,Columbus Blue Jackets,1,1,Carolina Hurricanes,3,3,False
2017-11-10,20172018,R,Dallas Stars,5,5,New York Islanders,0,0,False
2017-11-10,20172018,R,Vegas Golden Knights,5,5,Winnipeg Jets,2,2,False
2017-11-11,20172018,R,New York Rangers,4,4,Edmonton Oilers,2,2,False
2017-11-11,20172018,R,Ottawa Senators,4,4,Colorado Avalanche,3,3,False
2017-11-11,20172018,R,Boston Bruins,1,1,Toronto Maple Leafs,4,4,False
2017-11-11,20172018,R,Montréal Canadiens,1,2,Buffalo Sabres,1,1,False
2017-11-11,20172018,R,Detroit Red Wings,1,1,Columbus Blue Jackets,1,2,True
2017-11-11,20172018,R,New Jersey Devils,2,2,Florida Panthers,1,1,False
2017-11-11,20172018,R,Philadelphia Flyers,0,0,Minnesota Wild,1,1,False
2017-11-11,20172018,R,Carolina Hurricanes,3,3,Chicago Blackhawks,3,4,False
2017-11-11,20172018,R,St. Louis Blues,2,2,New York Islanders,5,5,False
2017-11-11,20172018,R,Nashville Predators,4,5,Pittsburgh Penguins,4,4,True
2017-11-11,20172018,R,San Jose Sharks,5,5,Vancouver Canucks,0,0,False
2017-11-11,20172018,R,Arizona Coyotes,1,1,Winnipeg Jets,4,4,False
2017-11-12,20172018,R,Chicago Blackhawks,5,5,New Jersey Devils,7,7,False
2017-11-12,20172018,R,Washington Capitals,1,2,Edmonton Oilers,1,1,True
2017-11-12,20172018,R,Anaheim Ducks,1,1,Tampa Bay Lightning,2,2,False
2017-11-12,20172018,R,Los Angeles Kings,1,1,San Jose Sharks,2,2,False
2017-11-13,20172018,R,Carolina Hurricanes,5,5,Dallas Stars,1,1,False
2017-11-13,20172018,R,Calgary Flames,7,7,St. Louis Blues,4,4,False
2017-11-14,20172018,R,Pittsburgh Penguins,4,5,Buffalo Sabres,4,4,False
2017-11-14,20172018,R,Montréal Canadiens,1,1,Columbus Blue Jackets,1,2,False
2017-11-14,20172018,R,Florida Panthers,3,4,Dallas Stars,3,3,True
2017-11-14,20172018,R,Nashville Predators,6,6,Washington Capitals,3,3,False
2017-11-14,20172018,R,Minnesota Wild,3,3,Philadelphia Flyers,0,0,False
2017-11-14,20172018,R,Winnipeg Jets,4,4,Arizona Coyotes,1,1,False
2017-11-14,20172018,R,Edmonton Oilers,8,8,Vegas Golden Knights,2,2,False
2017-11-14,20172018,R,Los Angeles Kings,2,2,Vancouver Canucks,3,3,False
2017-11-15,20172018,R,Detroit Red Wings,8,8,Calgary Flames,2,2,False
2017-11-15,20172018,R,Chicago Blackhawks,6,6,New York Rangers,3,3,False
2017-11-15,20172018,R,Anaheim Ducks,4,4,Boston Bruins,2,2,False
2017-11-16,20172018,R,Toronto Maple Leafs,0,1,New Jersey Devils,0,0,False
2017-11-16,20172018,R,New York Islanders,6,6,Carolina Hurricanes,4,4,False
2017-11-16,20172018,R,Montréal Canadiens,4,4,Arizona Coyotes,5,5,False
2017-11-16,20172018,R,Ottawa Senators,1,1,Pittsburgh Penguins,3,3,False
2017-11-16,20172018,R,Tampa Bay Lightning,6,6,Dallas Stars,1,1,False
2017-11-16,20172018,R,Minnesota Wild,6,6,Nashville Predators,4,4,False
2017-11-16,20172018,R,Winnipeg Jets,2,3,Philadelphia Flyers,2,2,True
2017-11-16,20172018,R,Colorado Avalanche,6,6,Washington Capitals,2,2,False
2017-11-16,20172018,R,Edmonton Oilers,1,1,St. Louis Blues,4,4,False
2017-11-16,20172018,R,Vancouver Canucks,2,2,Vegas Golden Knights,5,5,False
2017-11-16,20172018,R,Los Angeles Kings,1,1,Boston Bruins,2,2,False
2017-11-16,20172018,R,San Jose Sharks,0,0,Florida Panthers,2,2,False
2017-11-17,20172018,R,Columbus Blue Jackets,2,2,New York Rangers,0,0,False
2017-11-17,20172018,R,Detroit Red Wings,3,3,Buffalo Sabres,1,1,False
2017-11-18,20172018,R,Philadelphia Flyers,4,4,Calgary Flames,4,5,False
2017-11-18,20172018,R,Dallas Stars,6,6,Edmonton Oilers,3,3,False
2017-11-18,20172018,R,Ottawa Senators,2,2,Arizona Coyotes,2,3,False
2017-11-18,20172018,R,Winnipeg Jets,5,5,New Jersey Devils,2,2,False
2017-11-18,20172018,R,Los Angeles Kings,4,4,Florida Panthers,0,0,False
2017-11-18,20172018,R,Buffalo Sabres,1,1,Carolina Hurricanes,3,3,False
2017-11-18,20172018,R,Montréal Canadiens,0,0,Toronto Maple Leafs,6,6,False
2017-11-18,20172018,R,Tampa Bay Lightning,3,3,New York Islanders,5,5,False
2017-11-18,20172018,R,Pittsburgh Penguins,1,1,Chicago Blackhawks,2,2,False
2017-11-18,20172018,R,Washington Capitals,3,3,Minnesota Wild,1,1,False
2017-11-18,20172018,R,Nashville Predators,5,5,Colorado Avalanche,2,2,False
2017-11-18,20172018,R,Vancouver Canucks,3,3,St. Louis Blues,3,4,False
2017-11-18,20172018,R,San Jose Sharks,1,1,Boston Bruins,3,3,False
2017-11-19,20172018,R,Carolina Hurricanes,4,4,New York Islanders,2,2,False
2017-11-19,20172018,R,Detroit Red Wings,3,3,Colorado Avalanche,3,4,False
2017-11-19,20172018,R,New York Rangers,3,3,Ottawa Senators,0,0,False
2017-11-19,20172018,R,Vegas Golden Knights,4,4,Los Angeles Kings,2,2,False
2017-11-19,20172018,R,Anaheim Ducks,3,3,Florida Panthers,2,2,False
2017-11-20,20172018,R,Buffalo Sabres,2,2,Columbus Blue Jackets,3,3,False
2017-11-20,20172018,R,Toronto Maple Leafs,1,1,Arizona Coyotes,4,4,False
2017-11-20,20172018,R,Washington Capitals,1,1,Calgary Flames,4,4,False
2017-11-20,20172018,R,Nashville Predators,5,5,Winnipeg Jets,3,3,False
2017-11-20,20172018,R,Minnesota Wild,3,3,New Jersey Devils,3,4,False
2017-11-20,20172018,R,San Jose Sharks,2,2,Anaheim Ducks,2,3,True
2017-11-21,20172018,R,Philadelphia Flyers,2,2,Vancouver Canucks,5,5,False
2017-11-21,20172018,R,St. Louis Blues,8,8,Edmonton Oilers,3,3,False
2017-11-21,20172018,R,Dallas Stars,3,3,Montréal Canadiens,1,1,False
2017-11-22,20172018,R,Buffalo Sabres,4,4,Minnesota Wild,5,5,False
2017-11-22,20172018,R,Detroit Red Wings,2,2,Edmonton Oilers,6,6,False
2017-11-22,20172018,R,Florida Panthers,1,2,Toronto Maple Leafs,1,1,True
2017-11-22,20172018,R,New Jersey Devils,2,2,Boston Bruins,2,3,True
2017-11-22,20172018,R,New York Islanders,3,4,Philadelphia Flyers,3,3,False
2017-11-22,20172018,R,Pittsburgh Penguins,2,2,Vancouver Canucks,5,5,False
2017-11-22,20172018,R,Washington Capitals,5,5,Ottawa Senators,2,2,False
2017-11-22,20172018,R,Carolina Hurricanes,1,1,New York Rangers,6,6,False
2017-11-22,20172018,R,Columbus Blue Jackets,0,1,Calgary Flames,0,0,False
2017-11-22,20172018,R,Tampa Bay Lightning,2,3,Chicago Blackhawks,2,2,False
2017-11-22,20172018,R,Nashville Predators,2,3,Montréal Canadiens,2,2,True
2017-11-22,20172018,R,Colorado Avalanche,3,3,Dallas Stars,0,0,False
2017-11-22,20172018,R,Arizona Coyotes,1,1,San Jose Sharks,3,3,False
2017-11-22,20172018,R,Anaheim Ducks,2,2,Vegas Golden Knights,4,4,False
2017-11-22,20172018,R,Los Angeles Kings,1,1,Winnipeg Jets,2,2,False
2017-11-24,20172018,R,Boston Bruins,4,4,Pittsburgh Penguins,3,3,False
2017-11-24,20172018,R,Anaheim Ducks,1,1,Winnipeg Jets,4,4,False
2017-11-24,20172018,R,Minnesota Wild,2,3,Colorado Avalanche,2,2,True
2017-11-24,20172018,R,Philadelphia Flyers,4,4,New York Islanders,4,5,False
2017-11-24,20172018,R,Washington Capitals,3,3,Tampa Bay Lightning,1,1,False
2017-11-24,20172018,R,Vegas Golden Knights,4,5,San Jose Sharks,4,4,False
2017-11-24,20172018,R,Buffalo Sabres,3,3,Edmonton Oilers,1,1,False
2017-11-24,20172018,R,New Jersey Devils,3,3,Vancouver Canucks,2,2,False
2017-11-24,20172018,R,New York Rangers,1,2,Detroit Red Wings,1,1,False
2017-11-24,20172018,R,Columbus Blue Jackets,5,5,Ottawa Senators,2,2,False
2017-11-24,20172018,R,Carolina Hurricanes,4,4,Toronto Maple Leafs,5,5,False
2017-11-24,20172018,R,St. Louis Blues,0,0,Nashville Predators,2,2,False
2017-11-24,20172018,R,Arizona Coyotes,2,3,Los Angeles Kings,2,2,False
2017-11-24,20172018,R,Dallas Stars,6,6,Calgary Flames,4,4,False
2017-11-25,20172018,R,Toronto Maple Leafs,2,2,Washington Capitals,4,4,False
2017-11-25,20172018,R,Montréal Canadiens,3,3,Buffalo Sabres,0,0,False
2017-11-25,20172018,R,Ottawa Senators,1,1,New York Islanders,2,2,False
2017-11-25,20172018,R,Detroit Red Wings,3,3,New Jersey Devils,3,4,False
2017-11-25,20172018,R,Florida Panthers,1,1,Chicago Blackhawks,4,4,False
2017-11-25,20172018,R,Pittsburgh Penguins,5,5,Tampa Bay Lightning,2,2,False
2017-11-25,20172018,R,Arizona Coyotes,2,2,Vegas Golden Knights,4,4,False
2017-11-25,20172018,R,St. Louis Blues,6,6,Minnesota Wild,3,3,False
2017-11-25,20172018,R,San Jose Sharks,4,4,Winnipeg Jets,0,0,False
2017-11-25,20172018,R,Colorado Avalanche,2,2,Calgary Flames,3,3,False
2017-11-25,20172018,R,Los Angeles Kings,1,2,Anaheim Ducks,1,1,True
2017-11-26,20172018,R,Carolina Hurricanes,3,4,Nashville Predators,3,3,True
2017-11-26,20172018,R,New York Rangers,3,4,Vancouver Canucks,3,3,True
2017-11-26,20172018,R,Boston Bruins,2,2,Edmonton Oilers,4,4,False
2017-11-27,20172018,R,New Jersey Devils,2,2,Florida Panthers,3,3,False
2017-11-27,20172018,R,Pittsburgh Penguins,4,5,Philadelphia Flyers,4,4,False
2017-11-27,20172018,R,Montréal Canadiens,3,3,Columbus Blue Jackets,1,1,False
2017-11-27,20172018,R,Winnipeg Jets,7,7,Minnesota Wild,2,2,False
2017-11-27,20172018,R,Chicago Blackhawks,7,7,Anaheim Ducks,3,3,False
2017-11-28,20172018,R,Buffalo Sabres,0,0,Tampa Bay Lightning,2,2,False
2017-11-28,20172018,R,New York Islanders,5,5,Vancouver Canucks,2,2,False
2017-11-28,20172018,R,New York Rangers,4,4,Florida Panthers,5,5,False
2017-11-28,20172018,R,Philadelphia Flyers,1,1,San Jose Sharks,3,3,False
2017-11-28,20172018,R,Columbus Blue Jackets,2,3,Carolina Hurricanes,2,2,True
2017-11-28,20172018,R,Detroit Red Wings,1,1,Los Angeles Kings,4,4,False
2017-11-28,20172018,R,Nashville Predators,3,3,Chicago Blackhawks,2,2,False
2017-11-28,20172018,R,Calgary Flames,1,1,Toronto Maple Leafs,4,4,False
2017-11-28,20172018,R,Edmonton Oilers,2,3,Arizona Coyotes,2,2,False
2017-11-28,20172018,R,Vegas Golden Knights,0,0,Dallas Stars,3,3,False
2017-11-29,20172018,R,Boston Bruins,3,3,Tampa Bay Lightning,2,2,False
2017-11-29,20172018,R,Montréal Canadiens,2,2,Ottawa Senators,1,1,False
2017-11-29,20172018,R,St. Louis Blues,2,2,Anaheim Ducks,3,3,False
2017-11-29,20172018,R,Colorado Avalanche,2,3,Winnipeg Jets,2,2,False
2017-11-30,20172018,R,Washington Capitals,2,2,Los Angeles Kings,5,5,False
2017-11-30,20172018,R,Detroit Red Wings,3,3,Montréal Canadiens,6,6,False
2017-11-30,20172018,R,Nashville Predators,3,3,Vancouver Canucks,5,5,False
2017-11-30,20172018,R,Minnesota Wild,4,4,Vegas Golden Knights,2,2,False
2017-11-30,20172018,R,Chicago Blackhawks,3,3,Dallas Stars,3,4,False
2017-11-30,20172018,R,Calgary Flames,3,3,Arizona Coyotes,0,0,False
2017-11-30,20172018,R,Edmonton Oilers,4,4,Toronto Maple Leafs,6,6,False
2017-12-01,20172018,R,Buffalo Sabres,0,0,Pittsburgh Penguins,4,4,False
2017-12-01,20172018,R,New York Islanders,5,5,Ottawa Senators,6,6,False
2017-12-01,20172018,R,New York Rangers,5,5,Carolina Hurricanes,1,1,False
2017-12-01,20172018,R,Columbus Blue Jackets,4,4,Anaheim Ducks,2,2,False
2017-12-01,20172018,R,Florida Panthers,1,1,San Jose Sharks,2,2,False
2017-12-01,20172018,R,St. Louis Blues,1,1,Los Angeles Kings,4,4,False
2017-12-01,20172018,R,Winnipeg Jets,7,7,Vegas Golden Knights,4,4,False
2017-12-01,20172018,R,Colorado Avalanche,1,1,New Jersey Devils,2,2,False
2017-12-02,20172018,R,Philadelphia Flyers,0,0,Boston Bruins,3,3,False
2017-12-02,20172018,R,Minnesota Wild,1,2,St. Louis Blues,1,1,False
2017-12-02,20172018,R,Vancouver Canucks,2,2,Toronto Maple Leafs,1,1,False
2017-12-02,20172018,R,Montréal Canadiens,10,10,Detroit Red Wings,1,1,False
2017-12-02,20172018,R,Tampa Bay Lightning,5,5,San Jose Sharks,2,2,False
2017-12-02,20172018,R,Pittsburgh Penguins,5,5,Buffalo Sabres,1,1,False
2017-12-02,20172018,R,Washington Capitals,4,4,Columbus Blue Jackets,3,3,False
2017-12-02,20172018,R,Carolina Hurricanes,2,3,Florida Panthers,2,2,False
2017-12-02,20172018,R,Arizona Coyotes,5,5,New Jersey Devils,0,0,False
2017-12-02,20172018,R,Nashville Predators,2,3,Anaheim Ducks,2,2,True
2017-12-02,20172018,R,Dallas Stars,2,3,Chicago Blackhawks,2,2,True
2017-12-02,20172018,R,Calgary Flames,5,5,Edmonton Oilers,7,7,False
2017-12-03,20172018,R,Chicago Blackhawks,1,1,Los Angeles Kings,3,3,False
2017-12-03,20172018,R,Winnipeg Jets,5,5,Ottawa Senators,0,0,False
2017-12-03,20172018,R,Vegas Golden Knights,2,3,Arizona Coyotes,2,2,False
2017-12-03,20172018,R,Colorado Avalanche,2,2,Dallas Stars,7,7,False
2017-12-04,20172018,R,Washington Capitals,4,4,San Jose Sharks,1,1,False
2017-12-04,20172018,R,Florida Panthers,4,4,New York Islanders,4,5,True
2017-12-04,20172018,R,Nashville Predators,5,5,Boston Bruins,3,3,False
2017-12-04,20172018,R,Calgary Flames,2,2,Philadelphia Flyers,5,5,False
2017-12-05,20172018,R,Columbus Blue Jackets,1,1,New Jersey Devils,4,4,False
2017-12-05,20172018,R,Pittsburgh Penguins,3,3,New York Rangers,4,4,False
2017-12-05,20172018,R,Montréal Canadiens,3,3,St. Louis Blues,4,4,False
2017-12-05,20172018,R,Detroit Red Wings,5,5,Winnipeg Jets,1,1,False
2017-12-05,20172018,R,Tampa Bay Lightning,6,6,New York Islanders,2,2,False
2017-12-05,20172018,R,Dallas Stars,2,2,Nashville Predators,5,5,False
2017-12-05,20172018,R,Colorado Avalanche,2,2,Buffalo Sabres,4,4,False
2017-12-05,20172018,R,Vancouver Canucks,3,3,Carolina Hurricanes,0,0,False
2017-12-05,20172018,R,Vegas Golden Knights,3,4,Anaheim Ducks,3,3,True
2017-12-05,20172018,R,Los Angeles Kings,5,5,Minnesota Wild,2,2,False
2017-12-06,20172018,R,Toronto Maple Leafs,1,2,Calgary Flames,1,1,True
2017-12-06,20172018,R,Washington Capitals,6,6,Chicago Blackhawks,2,2,False
2017-12-06,20172018,R,Edmonton Oilers,2,2,Philadelphia Flyers,4,4,False
2017-12-06,20172018,R,Anaheim Ducks,3,3,Ottawa Senators,0,0,False
2017-12-07,20172018,R,Boston Bruins,6,6,Arizona Coyotes,1,1,False
2017-12-07,20172018,R,Pittsburgh Penguins,3,4,New York Islanders,3,3,False
2017-12-07,20172018,R,Montréal Canadiens,2,2,Calgary Flames,2,3,False
2017-12-07,20172018,R,Tampa Bay Lightning,5,5,Colorado Avalanche,2,2,False
2017-12-07,20172018,R,Florida Panthers,6,6,Winnipeg Jets,4,4,False
2017-12-07,20172018,R,St. Louis Blues,3,3,Dallas Stars,0,0,False
2017-12-07,20172018,R,Vancouver Canucks,1,1,Philadelphia Flyers,4,4,False
2017-12-07,20172018,R,Los Angeles Kings,3,4,Ottawa Senators,3,3,False
2017-12-07,20172018,R,San Jose Sharks,4,5,Carolina Hurricanes,4,4,False
2017-12-08,20172018,R,New Jersey Devils,3,3,Columbus Blue Jackets,5,5,False
2017-12-08,20172018,R,Washington Capitals,4,4,New York Rangers,2,2,False
2017-12-08,20172018,R,Nashville Predators,3,3,Vegas Golden Knights,3,4,True
2017-12-08,20172018,R,Chicago Blackhawks,2,3,Buffalo Sabres,2,2,False
2017-12-08,20172018,R,Anaheim Ducks,2,2,Minnesota Wild,2,3,False
2017-12-09,20172018,R,Detroit Red Wings,1,1,St. Louis Blues,6,6,False
2017-12-09,20172018,R,Boston Bruins,3,3,New York Islanders,1,1,False
2017-12-09,20172018,R,Montréal Canadiens,2,2,Edmonton Oilers,6,6,False
2017-12-09,20172018,R,Tampa Bay Lightning,3,4,Winnipeg Jets,3,3,False
2017-12-09,20172018,R,Florida Panthers,3,3,Colorado Avalanche,7,7,False
2017-12-09,20172018,R,New York Rangers,5,5,New Jersey Devils,2,2,False
2017-12-09,20172018,R,Pittsburgh Penguins,3,3,Toronto Maple Leafs,4,4,False
2017-12-09,20172018,R,Columbus Blue Jackets,1,1,Arizona Coyotes,0,0,False
2017-12-09,20172018,R,Dallas Stars,3,3,Vegas Golden Knights,5,5,False
